,摄影师,标题,简介,相机,镜头,照片数据,流量,赞数,评论数,光圈,ISO,快门速度,快门速度(毫秒)
3956,茄子Nasu,"一个普通的午后...
摄/出镜:自己",拍男友才是正经事日系集人像爱好者我们都爱日系摄影分享神仙颜值我们都爱极简摄影人像写真摄影约拍胶片私房日系床光影午后人像情绪写真,Canon EOS 5D Mark IV,16-35mm f/2.8L III USM,"f/2.8, 1/640s, ISO100",1421.0,36.0,1.0,2.8,100,1/640s,1.5625
3957,KylinLau_麒麟,一组古典油画风的尝试,时尚杂志摄影圈子油画感人像艺术时尚,Canon EOS 5D Mark III,Canon EF 24-105mm f/4L IS USM,"f/10.0, 1/50s, ISO100",593.0,19.0,2.0,10.0,100,1/50s,20.0
3961,A0kacie茄酱₂₀₁₈,,人像摄影汉服古风写真,Canon EOS 5D Mark IV,Canon EF 50mm f/1.8 II,"f/2.8, 1/320s, ISO100",1285.0,25.0,0.0,2.8,100,1/320s,3.125
3962,Estable彭,愿你笑面如花，温文儒雅。,人像爱好者高颜值女神聚集地我们都爱日系摄影拍女友才是正经事分享神仙颜值房间女孩床卧室私房人像,Canon EOS 5D Mark IV,Canon EF 24-70mm f/2.8L II USM,"f/3.5, 1/800s, ISO640",3440.0,90.0,3.0,3.5,640,1/800s,1.25
3964,青禾sea,"《屿》

📷  ：@青禾-Q
model：@星新-   @王子见",分享神仙颜值人像写真精选胶片人像摄影写真人像摄影有温度的人像男性人像美女静物风光小清新,Canon EOS 6D Mark II,Canon EF 135mm f/2L USM,"f/2.8, 1/320s, ISO100",853.0,20.0,0.0,2.8,100,1/320s,3.125
3966,瞳的画,,性感的时尚舒适的天气夏季女孩人像,Canon EOS 5D Mark III,Canon EF 50mm f/1.4 USM,"f/1.4, 1/800s, ISO100",1059.0,33.0,1.0,1.4,100,1/800s,1.25
3967,摄影师黄贤婵,"一袭红裙，醉了
一段芳华
一指流年，醉了
一段情愫。",复古时尚,Canon EOS 6D,Canon EF 50mm f/1.4 USM,"f/9.0, 1/125s, ISO100",1226.0,28.0,3.0,9.0,100,1/125s,8.0
3974,旅拍摄影师kingwang,近期skybook比较火，打卡的同时拍摄了一组人像。,人像旅行写真城市,,,"f/1.8, 1/400s, ISO1600",1160.0,23.0,1.0,1.8,1600,1/400s,2.5
3975,Uta由他,出镜：明珠,人像写真精选美女私房女人人像港风,Nikon D850,24-70mm f/2.8,"f/2.8, 1/250s, ISO64",2684.0,69.0,12.0,2.8,64,1/250s,4.0
3977,李七喜,,胶片集街道时尚,,XF35mmF2 R WR,"f/2.8, 1/160s, ISO80",1386.0,27.0,1.0,2.8,80,1/160s,6.25
3978,文艺天少,#lolita##长沙约拍##日常预告#    出镜：伍玖木      摄影及后期：天少       裙子：古典玩偶暗香jsk,色彩人像光影情绪少女让摄影穿破次元壁洛丽塔风尚我们都爱日系摄影人像写真馆,,,"f/1.8, 1/400s, ISO100",4522.0,124.0,21.0,1.8,100,1/400s,2.5
3979,郎大志,世界依旧美好未来也值得期待我们终将回到那些红红火火的日子今天在这里许个愿吧虽然未曾谋面但等疫情过后 你的愿望也会实现我们也还会在这里见面到时候你来还愿 我们就不再是陌生人了,人像写真精选人像摄影集高颜值女神聚集地时尚杂志摄影圈子写真人像摄影暖色调人像胶片人像摄影拍女友才是正经事有温度的人像糖水人像小组服装时尚电影肖像,Canon EOS 5D Mark II,Canon EF 50mm f/1.4 USM,"f/6.7, 1/125s, ISO200",1594.0,36.0,1.0,6.7,200,1/125s,8.0
3980,FLETCHERhao,珠光宝器,人像写真精选时尚,Canon EOS 5DS R,Canon EF 70-200mm f/2.8L IS II USM,"f/20.0, 1/125s, ISO200",1392.0,31.0,8.0,20.0,200,1/125s,8.0
3983,花花草草2020,花后郁金香,我们都是城市探险家手机尼康建筑街拍旅行风光美女纪实人像,Nikon D700,AF-S VR Zoom-Nikkor 70-200mm f/2.8G IF-ED,"f/5.6, 1/1000s, ISO200",1234.0,25.0,3.0,5.6,200,1/1000s,1.0
3988,苍山雪兔,"如果阳光偷偷溜走了，不要慌你一笑，它就乖乖出来了

摄影：苍山雪兔 
出镜：莲梓
老师：刘顺儿妞",初夏将至漂亮的广州约拍少女小清新夏季舒适的天气连衣裙广深摄影联盟广州摄影圈广州佛山人像摄影约拍小组糖水人像小组广州约拍圈子写真人像摄影人像爱好者,Canon EOS RP,SIGMA 85mm F1.4 DG HSM | Art 016,"f/1.4, 1/1000s, ISO100",2437.0,82.0,4.0,1.4,100,1/1000s,1.0
3991,pytchrle,看过你的眼睛，便不再觉得太阳耀眼📸,人像写真精选人像抓拍草坪毕业公园女孩肖像色彩约拍写真,Canon EOS 750D,Canon EF-S 18-55mm f/3.5-5.6 IS STM,"f/5.6, 1/640s, ISO640",2119.0,45.0,2.0,5.6,640,1/640s,1.5625
3992,恍光,,人像色彩女孩摄影少女,SONY ILCE-7RM3,,"f/1.8, 1/320s, ISO160",832.0,18.0,0.0,1.8,160,1/320s,3.125
3999,跳跳的私图册,"日系JK学院风写真你喜欢吗～
前两天拍的分享给大家呀 第一次上传 日后常更～",写真人像摄影可爱漂亮的时尚女孩在室内日系少女,Canon EOS 5D Mark II,Canon EF 70-200mm f/2.8L USM,"f/2.8, 1/125s, ISO400",2317.0,27.0,2.0,2.8,400,1/125s,8.0
4002,真的潇呀-,心头痣还是蚊子血。,暖色调人像人像写真复古,Canon EOS 6D Mark II,Canon EF 50mm f/1.4 USM,"f/1.4, 1/500s, ISO4935",958.0,23.0,0.0,1.4,4935,1/500s,2.0
4004,梅九九nine,闺蜜照-樱花和我都想见你,“遇见春天”摄影小赛人像和服写真闺蜜写真照大众组有温度的人像我要上“首页推荐位”高颜值女神聚集地,Canon EOS 6D,Canon EF 50mm f/1.2L USM,"f/2.8, 1/1000s, ISO100",1585.0,31.0,0.0,2.8,100,1/1000s,1.0
4009,Rayla热依,坚定的眼神 坚定的心,人像写真精选分享神仙颜值“星视界”手机摄影挑战女性人时尚手机眼睛,Apple iPhone 8 Plus,,"f/2.8, 1/60s, ISO25",1128.0,21.0,2.0,2.8,25,1/60s,16.666666666666668
4010,south南方南,"👭
法式少女写真预告

📷@south南方南",暖色调人像少女少女写真复古写真写真约拍郴州约拍广州约拍长沙约拍人像女孩摄影,Nikon D800,AF-S Zoom-Nikkor 24-70mm f/2.8G ED,"f/2.8, 1/200s, ISO640",840.0,18.0,0.0,2.8,640,1/200s,5.0
4011,会拍照的江流儿,民宿写真▪️复古港风 西安约拍,在室内民宿复古港风私房日系日系复古西安约拍西安旅游少女写真美腿连衣裙表情时尚服装模型镜房间肖像女孩对短发姑娘没有任何抵抗力！拍女友才是正经事高颜值女神聚集地糖水人像小组人像写真精选分享神仙颜值,Canon EOS 5D Mark IV,Canon EF 24-70mm f/2.8L II USM,"f/2.8, 1/100s, ISO1600",1254.0,19.0,1.0,2.8,1600,1/100s,10.0
4013,Alston_zhl,秋水隔忘川，不必入伊山。,人像私房日系写真少女我的私摄影分享神仙颜值暖色调人像人像摄影集高颜值女神聚集地美图汇写真人像摄影人像写真精选唯美人像摄影有温度的人像,Canon EOS 5D Mark III,,"f/2.2, 1/160s, ISO200",1135.0,25.0,0.0,2.2,200,1/160s,6.25
4014,文艺天少,"#LOVE LIVE##长沙约拍##cosplay#
万圣节真姬

出镜：红提子
摄影及后期：天少",Cosplay摄影集中地人像少女小清新佳能Cosplaylovelive真姬,Canon EOS 6D,Canon EF 50mm f/1.8 STM,"f/4.0, 1/125s, ISO160",4171.0,107.0,1.0,4.0,160,1/125s,8.0
4017,GD古董先生,"#桂林写真##私房##情绪写真#
在岁月的痕迹里
沉淀出好看的样子 ​
窗纱外小鹿给我送枝花
梳化上下凡天使共我喝着茶 #写真馆[影视",胶片人像摄影皮肤性感的女孩爱时尚睡觉,Canon EOS 5D Mark III,Canon EF 50mm f/1.4 USM,"f/2.0, 1/200s, ISO250",1113.0,23.0,1.0,2.0,250,1/200s,5.0
4018,电商摄影师,繁华的都市 急促的生活节奏 《忙里偷闲》,探店打卡时尚椅子年轻女人连衣裙街拍抓拍人像淘宝服装拍摄淘宝模特优闲美女,Canon EOS 5D Mark II,,"f/6.3, 1/80s, ISO640",1243.0,36.0,2.0,6.3,640,1/80s,12.5
4019,MONCHHICHI___,春暖花开，让我走近你的城市,影像战“疫”2020适马睛典旅行情绪风光日系小清新铁轨人像睛典人像组城市色彩暖色调人像高颜值女神聚集地我们都爱日系摄影铁路摄影圈子分享神仙颜值冷色调人像我要上开屏校园摄影师这样拍拍女友才是正经事周末好时光,Canon EOS 5D Mark IV,Canon EF 85mm f/1.4L IS USM,"f/2.0, 1/8000s, ISO500",3172.0,107.0,8.0,2.0,500,1/8000s,0.125
4024,fusust,厉害了，靓女们,人像纪实篮球美女,Canon EOS 6D Mark II,Canon EF 70-200mm f/4L USM,"f/4.0, 1/125s, ISO4000",1679.0,34.0,1.0,4.0,4000,1/125s,8.0
4028,文艺天少,"出镜：南旎
摄影及后期：天少",人像少女光影情绪私房CosplayFATE旗袍Cosplay摄影集中地,,Canon EF 50mm f/1.2L USM,"f/1.4, 1/30s, ISO500",2734.0,77.0,0.0,1.4,500,1/30s,33.333333333333336
4029,纽约丽人西西女士,老是忘记在图虫发照片😂囤了一堆又一堆,高颜值女神聚集地索尼器材党暖色调人像分享神仙颜值东欧系人像我要上开屏我要上“首页推荐位”周末好时光对短发姑娘没有任何抵抗力！时尚脸美丽肖像花女孩纽约纽约约拍时尚写真胶片studio曼哈顿美国旅行美国疫情抗击疫情魅力评论斗图大赛,SONY ILCE-7M3,,"f/2.2, 1/50s, ISO800",1095.0,21.0,2.0,2.2,800,1/50s,20.0
4031,yuyu_t1219,白色圆舞曲,写真人像摄影人像写真精选杭州人像摄影交流人像爱好者索尼器材党唯美人像摄影人像摄影集杭州摄影爱好者高颜值女神聚集地女孩时尚连衣裙人像抓拍象山艺术公社杭州约拍杭州写真约拍,SONY ILCE-7RM3,FE 85mm F1.8,"f/2.0, 1/1000s, ISO100",2432.0,43.0,0.0,2.0,100,1/1000s,1.0
4036,文艺天少,"#长沙约拍##jk制服##日常预告#
最近都在下雨  就约了长沙宜家  在长沙开了这么久都还没去过  正好去看看  我们俩拍着拍着都开始看家装了  被生活压弯了腰
出镜：红提子
摄影及后期：天少",色彩人像少女小清新佳能日系JK制服,,,"f/1.8, 1/320s, ISO800",3237.0,118.0,3.0,1.8,800,1/320s,3.125
4042,铭途,“三妹”你好,肖像时尚,Canon EOS 6D Mark II,Canon EF 85mm f/1.4L IS USM,"f/1.8, 1/125s, ISO800",1002.0,23.0,4.0,1.8,800,1/125s,8.0
4043,摄影师姜德亮,黑白,江苏摄影家圈子黑白时尚服装,Canon EOS 5D Mark III,Canon EF 24-70mm f/2.8L II USM,"f/2.8, 1/125s, ISO100",1150.0,18.0,0.0,2.8,100,1/125s,8.0
4048,王大虾,,“遇见春天”摄影小赛人像情绪写真女孩,Canon EOS 5D Mark IV,Canon EF 85mm f/1.2L II USM,"f/1.6, 1/6400s, ISO100",3178.0,72.0,4.0,1.6,100,1/6400s,0.15625
4049,ZAC苏阳,素衣染尽天香，玉酒添成国色。,知识进补日系集人像写真精选生活小确幸你的决定性瞬间人像胶片轻婚纱森系新娘佳能情绪小清新,Canon EOS 5D Mark IV,Canon EF 85mm f/1.4L IS USM,"f/2.5, 1/2500s, ISO100",1157.0,25.0,1.0,2.5,100,1/2500s,0.4
4050,_猫八涵_,Naughty🍋女孩,儿童摄影集人像新潮肖像时尚在室内现代的年轻色彩,Canon EOS 5D Mark IV,Canon EF 50mm f/1.4 USM,"f/6.3, 1/160s, ISO125",710.0,16.0,1.0,6.3,125,1/160s,6.25
4052,再再再也不上头了,"校园日常
出镜：同学
摄于2018年1月16日
港中大是个拍照的好地方 可惜我技术不行",人像深圳日常大学色彩佳能美女,Canon EOS 70D,Canon EF 50mm f/1.8 STM,"f/1.8, 1/500s, ISO400",1359.0,21.0,3.0,1.8,400,1/500s,2.0
4054,文刀木雨,温柔是昏昏欲睡的诉求,初夏将至2020新影像大赛大学生plog挑战赛摄影颜值少女2020新影像大赛——众生相人像色彩女孩日系抓拍,Canon EOS 6D,Canon EF 24mm f/1.4L II USM,"f/2.0, 1/60s, ISO1000",994.0,25.0,1.0,2.0,1000,1/60s,16.666666666666668
4056,弓長石三_,那失望也不失望，惆怅也不惆怅，都在风中飞扬。,河北摄影圈分享神仙颜值日系集有温度的人像糖水人像小组高颜值女神聚集地人像爱好者婚礼与写真摄影人像写真复古轻婚纱婚纱胶片色美女少女连衣裙色彩兰州,Canon EOS 6D Mark II,Canon EF 50mm f/1.4 USM,"f/2.0, 1/160s, ISO400",1001.0,18.0,2.0,2.0,400,1/160s,6.25
4062,摄影师jason哥,摄影师——jason 哥模    特——曾双器    材——5d3镜    头——85 1.2\70-200,人像写真精选人像美女写真小清新可爱日系女孩私房时尚街道连衣裙街拍,Canon EOS 5D Mark III,Canon EF 85mm f/1.8 USM,"f/2.0, 1/80s, ISO320",1374.0,24.0,2.0,2.0,320,1/80s,12.5
4065,摄影师溪洋小强,我的世界总有光,高颜值女神聚集地成都约拍圈子人像写真约拍复古性感魅力,Canon EOS 5D Mark IV,35mm F1.4 DG HSM | Art 012,"f/2.0, 1/200s, ISO800",1265.0,26.0,2.0,2.0,800,1/200s,5.0
4068,筱井清no消失,绣球,人像私房小清新JK制服少女美女让摄影穿破次元壁Cosplay摄影集中地趣味话题：唯美如你洛丽塔风尚,Canon EOS 5D Mark IV,Canon EF 85mm f/1.4L IS USM,"f/1.8, 1/6400s, ISO100",629.0,18.0,0.0,1.8,100,1/6400s,0.15625
4069,Maruko邰,原片(因为懒… 😂),周末好时光报纸诗少女光,,,"f/5.6, 1/160s, ISO4150",1413.0,26.0,4.0,5.6,4150,1/160s,6.25
4074,青衣映画摄影美学,,拍女友才是正经事时尚人像魅力性感的,Nikon D610,AF Nikkor 50mm f/1.8D,"f/5.0, 1/125s, ISO320",1274.0,22.0,2.0,5.0,320,1/125s,8.0
4077,写真约拍摄影师bin,超市日志2,分享神仙颜值我们都爱日系摄影暖色调人像拍女友才是正经事我要上“首页推荐位”美女人像群高颜值女神聚集地写真人像摄影人像爱好者西安写真日系超市小清新少女西安约拍,Canon EOS 6D,Canon EF 50mm f/1.4 USM,"f/1.6, 1/125s, ISO100",555.0,16.0,0.0,1.6,100,1/125s,8.0
4080,River洪,脚尖上的美,拍女友才是正经事人像写真精选脚美脚恋足芭蕾女神性感美背,SONY ILCE-7RM2,,"f/1.8, 1/160s, ISO500",2077.0,36.0,6.0,1.8,500,1/160s,6.25
4090,摄影师祈阳,这样的小清新婚纱摄影你喜欢吗？需要的私信哦,暖色调人像写真人像摄影人像写真精选高颜值女神聚集地分享神仙颜值婚礼婚纱写真肖像,Canon EOS 5D Mark III,Canon EF 50mm f/1.4 USM,"f/3.2, 1/3200s, ISO200",1348.0,28.0,2.0,3.2,200,1/3200s,0.3125
4091,GJXiN0,"摄影：@GJXiN0
更多图可移至微博",色彩人像旅行写真佳能,Canon EOS 5D Mark III,Canon EF 50mm f/1.4 USM,"f/4.5, 1/160s, ISO400",1312.0,41.0,4.0,4.5,400,1/160s,6.25
4092,安之若素ty,你什么情况下会想念一个人到会疼到难以呼吸的程度？一是爱而不得，二是心有不干，三是悔不当初。,胶片人像摄影服装时尚时髦表情,Canon EOS 5D Mark II,Canon EF 24-70mm f/2.8L USM,"f/8.0, 1/125s, ISO100",1105.0,23.0,1.0,8.0,100,1/125s,8.0
4096,KylinLau_麒麟,疯狂的石榴树#我希望你，做一个奇幻的梦梦里有疯了的石榴树。它把白昼的橘红色的衣领到处伸展，那衣领绣满了黄昏的歌声。吟唱着，是那疯狂的石榴树。,时尚杂志摄影圈子色彩人像时尚艺术摄影创作创作,Nikon D850,,"f/13.0, 1/100s, ISO160",954.0,25.0,3.0,13.0,160,1/100s,10.0
4098,摄影师细黑,与其在意遮掩自己的缺点，不如挖掘发挥自己的优点。,分享神仙颜值写真人像摄影时尚杂志摄影圈子人像写真精选高颜值女神聚集地有温度的人像「照相机不要停」我的“私摄影”人像黑白肖像模特时尚服装,Canon EOS 5D Mark III,Canon EF 50mm f/1.8 STM,"f/1.8, 1/200s, ISO500",2712.0,70.0,2.0,1.8,500,1/200s,5.0
4108,斗斗斗斗,"#何泓姗#
何时的那一抹绿
摄影/斗",极简主义，少即是多时尚人像色彩,Canon EOS 5D Mark IV,Canon EF 24-70mm f/2.8L USM,"f/9.0, 1/160s, ISO250",1285.0,28.0,1.0,9.0,250,1/160s,6.25
4112,摄影师小诸葛,"读书多了，容颜自然改变，许多时候，自己可能以为许多看过的书籍都成过眼烟云，不复记忆，其实它们仍是潜在气质里、在谈吐上、在胸襟的无涯，当然也可能显露在生活和文字中。”
model：梦梦",人像写真摄影约拍人像色彩公园情绪美女日系,Canon EOS 5D Mark IV,Canon EF 50mm f/1.4 USM,"f/2.0, 1/250s, ISO100",959.0,18.0,0.0,2.0,100,1/250s,4.0
4113,不二叔叔,摄影：不二叔叔,私房性感唯美小清新写真人像,Canon EOS 5D Mark IV,SIGMA 35mm f/1.4 DG HSM or SIGMA 35mm f/1.5 FF High-Speed Prime | 017,"f/1.8, 1/100s, ISO250",18311.0,141.0,4.0,1.8,250,1/100s,10.0
4114,斗斗斗斗,"#赤影#妆面大片
摄影/斗
妆造/龙岳文
模特/任睿",魅力时尚,Canon EOS 5D Mark II,Canon EF 100mm f/2.8L Macro IS USM,"f/13.0, 1/100s, ISO100",1767.0,29.0,3.0,13.0,100,1/100s,10.0
4115,lemon凉卜,"春·樱花篇
三月樱桃开
希望生活的春天早点回来~",写真人像摄影人像写真精选取景器里的小美好人像写真女生日系日系写真人生活樱花,Nikon D750,AF Nikkor 85mm f/1.8D,"f/2.5, 1/400s, ISO125",1314.0,25.0,0.0,2.5,125,1/400s,2.5
4116,云雅Yoona,,人像少女旋转木马,Canon EOS 5D Mark III,Canon EF 24-70mm f/2.8L II USM,"f/2.8, 1/1000s, ISO100",1143.0,20.0,1.0,2.8,100,1/1000s,1.0
4120,我是大星,春花,暖色调人像冷色调人像「摄影书房」摄影书公开征集你来拍照，我来配诗，来一场摄影与诗的缠绵人间四月天，找寻最美的你分享神仙颜值我要上“首页推荐位”图虫封面你做主“遇见春天”摄影小赛色彩人像女孩抓拍情绪女神少女,SONY ILCE-7M2,,"f/1.8, 1/500s, ISO100",1376.0,29.0,0.0,1.8,100,1/500s,2.0
4123,腰果虾仁,遇见无人的海岸，像发现了一个美好的秘密。沐浴阳光的心情～就好似眯着眼躺在船儿的甲板上，晃晃悠悠闻到海风吹来春的气息。这时，什么都不需要再想，我们一起静静听着浪花歌唱……@李梦鱼,2020适马睛典尼康“无限创想季”美女儿童摄影抓拍旅行大自然睛典人像组人像儿童女孩尼康色彩,Nikon D850,AF-S Nikkor 70-200mm f/2.8G ED VR II,"f/2.8, 1/1000s, ISO100",19353.0,535.0,27.0,2.8,100,1/1000s,1.0
4126,生阳_,Lali,人像写真精选写真人像摄影尼康“无限创想季”时尚,,,"f/10.0, 1/200s, ISO100",715.0,16.0,0.0,10.0,100,1/200s,5.0
4128,陆子游-,"摄影：@陆子游
出境：@楚淇淇淇",人像写真色彩合肥约拍昆明约拍,Canon EOS 5D Mark IV,Canon EF 24-70mm f/2.8L II USM,"f/2.8, 1/160s, ISO160",1556.0,34.0,2.0,2.8,160,1/160s,6.25
4131,萌又三岁,,初夏将至人像日系写真,Canon EOS 5D Mark IV,Canon EF 85mm f/1.2L II USM,"f/2.0, 1/6400s, ISO100",4835.0,116.0,4.0,2.0,100,1/6400s,0.15625
4136,晓影摄,摄影&amp;后期：平姐,房间在室内文艺复兴油画写真人像女人色彩,Canon EOS 5D Mark IV,Canon EF 24-70mm f/2.8L II USM,"f/2.8, 1/125s, ISO200",907.0,24.0,1.0,2.8,200,1/125s,8.0
4139,文艺天少,"出镜：小衣
摄影及后期：天少",色彩人像少女光影情绪私房Cosplay旗袍,,,"f/2.0, 1/100s, ISO500",2972.0,87.0,0.0,2.0,500,1/100s,10.0
4141,摄瘾阿晨,再来一组，深圳cocopark随拍,风光摄影圈人像写真精选写真人像摄影高颜值女神聚集地人像写真时尚肖像,SONY ILCE-7M3,,"f/1.8, 1/200s, ISO200",1444.0,26.0,1.0,1.8,200,1/200s,5.0
4142,蕉蕉_JIAO,胭脂落,周末好时光索尼器材党古风摄影研习社集宁师范学院摄影圈人像教程城市美女后期古风汉服红色灯笼乌海,SONY ILCE-7M3,SIGMA 35mm F1.4 DG HSM | Art 012,"f/1.4, 1/160s, ISO100",1378.0,32.0,3.0,1.4,100,1/160s,6.25
4144,疃疃,壁纸图,人像时尚人魅力女孩手机优雅胶片人像摄影写真人像摄影,Canon EOS 5D Mark III,Canon EF 24-105mm f/4L IS USM,"f/6.3, 1/320s, ISO100",1211.0,34.0,2.0,6.3,100,1/320s,3.125
4149,拍设,春暖花开,“遇见春天”摄影小赛年轻肖像汉服人像色彩旅行城市时尚女孩街道人,Nikon D750,,"f/5.6, 1/500s, ISO100",1204.0,22.0,0.0,5.6,100,1/500s,2.0
4151,苏异,,少女日系清新私房,Nikon D810,,"f/2.8, 1/400s, ISO100",3164.0,55.0,3.0,2.8,100,1/400s,2.5
4154,金陵乌龙茶摄影,"“思绪，很无力，因为我看不到结果。也许，不需结果，是不是，能给思念一份证书，证明曾经它曾存在过?”

摄影～乌龙茶
妆造～李泽凭
出镜～墨陌

本作 第一弹。",JK人像制服少女我们都爱日系摄影江苏摄影俱乐部JK集人像写真精选,Canon EOS 6D Mark II,Canon EF 85mm f/1.8 USM,"f/2.0, 1/250s, ISO1000",831.0,18.0,0.0,2.0,1000,1/250s,4.0
4160,用户159110549820545,,日系旅行二次元,Canon EOS Kiss X7,Canon EF-S 18-55mm f/3.5-5.6 IS STM,"f/5.0, 1/800s, ISO100",1152.0,23.0,3.0,5.0,100,1/800s,1.25
4164,高雪娥,生活边角料🧃,人像写真精选写真人像摄影胶片人像摄影暖色调人像糖水人像小组分享神仙颜值拍女友才是正经事高颜值女神聚集地胶片集人像不给脸！人像美食周末宅美女佳能在室内床坐女孩可爱日系生活,Canon EOS 5D Mark III,Canon EF 24-70mm f/2.8L II USM,"f/2.8, 1/160s, ISO100",9010.0,201.0,3.0,2.8,100,1/160s,6.25
